Year,Round,Region,Team1,Seed1,Team2,Seed2,Score,Winner,Team1_Conf,Team1_Wins,Team1_Losses,Team1_WinPct,Team1_NetRtg,Team1_ORtg,Team1_DRtg,Team2_Conf,Team2_Wins,Team2_Losses,Team2_WinPct,Team2_NetRtg,Team2_ORtg,Team2_DRtg
2017,First Round,West,West Virginia,4,Bucknell,13,86-80,West Virginia,B12,28,9,0.7567567567567568,27.17,116.5,89.4,Pat,26,9,0.7428571428571429,9.38,109.7,100.3
2017,First Round,West,Maryland,6,Xavier,11,65-76,Xavier,B10,24,9,0.7272727272727273,14.34,113.1,98.7,BE,24,14,0.631578947368421,16.7,115.7,99.0
2017,First Round,West,Florida St.,3,Florida Gulf Coast,14,86-80,Florida St.,ACC,26,9,0.7428571428571429,20.06,115.5,95.5,ASun,26,8,0.7647058823529411,5.07,109.4,104.4
2017,First Round,West,Saint Mary's,7,VCU,10,85-77,Saint Mary's,WCC,29,5,0.8529411764705882,23.67,118.7,95.0,A10,26,9,0.7428571428571429,14.07,110.1,96.0
2017,First Round,West,Arizona,2,North Dakota,15,100-82,Arizona,P12,32,5,0.8648648648648649,23.31,118.4,95.1,BSky,22,10,0.6875,0.04,103.6,103.5
2017,First Round,South,North Carolina,1,Texas Southern,16,103-64,North Carolina,ACC,33,7,0.825,28.22,120.7,92.5,SWAC,23,12,0.6571428571428571,-4.04,103.5,107.5
2017,First Round,South,Arkansas,8,Seton Hall,9,77-71,Arkansas,SEC,26,10,0.7222222222222222,16.25,116.1,99.8,BE,21,12,0.6363636363636364,13.63,109.4,95.8
2017,First Round,South,Minnesota,5,Middle Tennessee,12,72-81,MTSU,B10,24,10,0.7058823529411765,16.0,109.7,93.7,CUSA,31,5,0.8611111111111112,14.95,112.2,97.2
2017,First Round,South,Butler,4,Winthrop,13,76-64,Butler,BE,25,9,0.7352941176470589,20.76,117.7,97.0,BSth,26,7,0.7878787878787878,4.53,106.1,101.6
2017,First Round,South,Cincinnati,6,Kansas St.,11,75-61,Cincinatti,Amer,30,6,0.8333333333333334,22.18,114.9,92.8,B12,21,14,0.6,17.44,113.0,95.6
2017,First Round,South,UCLA,3,Kent St.,14,97-80,UCLA,P12,31,5,0.8611111111111112,23.63,124.0,100.4,MAC,22,14,0.6111111111111112,1.68,104.9,103.3
2017,First Round,South,Dayton,7,Wichita St.,10,58-64,Wichita St,A10,24,8,0.75,15.57,111.9,96.3,MVC,31,5,0.8611111111111112,26.14,118.7,92.6
2017,First Round,South,Kentucky,2,Northern Kentucky,15,79-70,Kentucky,SEC,32,6,0.8421052631578947,27.72,119.1,91.4,Horz,24,11,0.6857142857142857,1.91,106.8,104.9
2017,First Round,Midwest,Kansas,1,UC Davis,16,100-62,Kansas,B12,31,5,0.8611111111111112,27.45,121.9,94.5,BW,23,13,0.6388888888888888,-4.41,97.8,102.2
2017,First Round,Midwest,Miami FL,8,Michigan St.,9,58-78,Michigan St.,ACC,21,12,0.6363636363636364,15.03,109.9,94.9,B10,20,15,0.5714285714285714,15.51,111.4,95.9
2017,First Round,Midwest,Iowa St.,5,Nevada,12,84-73,Iowa St.,B12,24,11,0.6857142857142857,23.45,119.7,96.3,MWC,28,7,0.8,13.31,114.6,101.3
2017,First Round,Midwest,Purdue,4,Vermont,13,80-70,Purdue,B10,27,8,0.7714285714285715,23.12,117.0,93.9,AE,29,6,0.8285714285714286,11.67,111.1,99.4
2017,First Round,Midwest,Creighton,6,Rhode Island,11,72-84,Rhode Island,BE,25,10,0.7142857142857143,18.83,115.3,96.5,A10,25,10,0.7142857142857143,16.26,111.5,95.2
2017,First Round,Midwest,Oregon,3,Iona,14,93-77,Oregon,P12,33,6,0.8461538461538461,25.02,118.2,93.2,MAAC,22,13,0.6285714285714286,4.2,110.8,106.6
2017,First Round,Midwest,Michigan,7,Oklahoma St.,10,92-91,Michigan,B10,26,12,0.6842105263157895,23.05,122.3,99.2,B12,20,13,0.6060606060606061,22.48,126.0,103.5
2017,First Round,Midwest,Louisville,2,Jacksonville St.,15,78-63,Louisville,ACC,25,9,0.7352941176470589,25.51,117.2,91.7,OVC,20,15,0.5714285714285714,0.63,105.8,105.2
2017,Second Round,East,Villanova,1,Wisconsin,8,62-65,Wisconsin,BE,32,4,0.8888888888888888,29.88,122.4,92.5,B10,27,10,0.7297297297297297,22.99,115.1,92.1
2017,Second Round,East,Virginia,5,Florida,4,39-65,Florida,ACC,23,11,0.6764705882352942,24.29,112.2,88.0,SEC,27,9,0.75,27.5,116.9,89.5
2017,Second Round,East,USC,11,Baylor,3,78-82,Baylor,P12,26,10,0.7222222222222222,13.45,114.2,100.7,B12,27,8,0.7714285714285715,24.23,117.1,92.9
2017,Second Round,East,South Carolina,7,Duke,2,88-81,South Carolina,SEC,26,11,0.7027027027027027,20.8,108.9,88.1,ACC,28,9,0.7567567567567568,24.17,121.0,96.8
2017,Second Round,West,Gonzaga,1,Northwestern,8,79-73,Gonzaga,WCC,37,2,0.9487179487179487,32.05,118.4,86.3,B10,24,12,0.6666666666666666,15.81,111.3,95.5
2017,Second Round,West,Notre Dame,5,West Virginia,4,71-83,West Virginia,ACC,26,10,0.7222222222222222,19.74,118.1,98.4,B12,28,9,0.7567567567567568,27.17,116.5,89.4
2017,Second Round,West,Xavier,11,Florida St.,3,91-66,Xavier,BE,24,14,0.631578947368421,16.7,115.7,99.0,ACC,26,9,0.7428571428571429,20.06,115.5,95.5
2017,Second Round,West,Saint Mary's,7,Arizona,2,60-69,Arizona,WCC,29,5,0.8529411764705882,23.67,118.7,95.0,P12,32,5,0.8648648648648649,23.31,118.4,95.1
2017,Second Round,South,North Carolina,1,Arkansas,8,72-65,North Carolina,ACC,33,7,0.825,28.22,120.7,92.5,SEC,26,10,0.7222222222222222,16.25,116.1,99.8
2017,Second Round,South,Middle Tennessee,12,Butler,4,65-74,Butler,CUSA,31,5,0.8611111111111112,14.95,112.2,97.2,BE,25,9,0.7352941176470589,20.76,117.7,97.0
2017,Second Round,South,Cincinnati,6,UCLA,3,67-79,UCLA,Amer,30,6,0.8333333333333334,22.18,114.9,92.8,P12,31,5,0.8611111111111112,23.63,124.0,100.4
2017,Second Round,South,Wichita St.,10,Kentucky,2,62-65,Kentucky,MVC,31,5,0.8611111111111112,26.14,118.7,92.6,SEC,32,6,0.8421052631578947,27.72,119.1,91.4
2017,Second Round,Midwest,Kansas,1,Michigan St.,9,90-70,Kansas,B12,31,5,0.8611111111111112,27.45,121.9,94.5,B10,20,15,0.5714285714285714,15.51,111.4,95.9
2017,Second Round,Midwest,Iowa St.,5,Purdue,4,76-80,Purdue,B12,24,11,0.6857142857142857,23.45,119.7,96.3,B10,27,8,0.7714285714285715,23.12,117.0,93.9
2017,Second Round,Midwest,Rhode Island,11,Oregon,3,72-75,Oregon,A10,25,10,0.7142857142857143,16.26,111.5,95.2,P12,33,6,0.8461538461538461,25.02,118.2,93.2
2017,Second Round,Midwest,Michigan,7,Louisville,2,73-69,Michigan,B10,26,12,0.6842105263157895,23.05,122.3,99.2,ACC,25,9,0.7352941176470589,25.51,117.2,91.7
2017,Sweet 16,East,Wisconsin,8,Florida,4,83-84,Florida,B10,27,10,0.7297297297297297,22.99,115.1,92.1,SEC,27,9,0.75,27.5,116.9,89.5
2017,Sweet 16,East,Baylor,3,South Carolina,7,50-70,South Carolina,B12,27,8,0.7714285714285715,24.23,117.1,92.9,SEC,26,11,0.7027027027027027,20.8,108.9,88.1
2017,Sweet 16,West,Gonzaga,1,West Virginia,4,61-58,Gonzaga,WCC,37,2,0.9487179487179487,32.05,118.4,86.3,B12,28,9,0.7567567567567568,27.17,116.5,89.4
2017,Sweet 16,West,Xavier,11,Arizona,2,73-71,Xavier,BE,24,14,0.631578947368421,16.7,115.7,99.0,P12,32,5,0.8648648648648649,23.31,118.4,95.1
2017,Sweet 16,South,North Carolina,1,Butler,4,92-80,North Carolina,ACC,33,7,0.825,28.22,120.7,92.5,BE,25,9,0.7352941176470589,20.76,117.7,97.0
2017,Sweet 16,South,UCLA,3,Kentucky,2,75-86,Kentucky,P12,31,5,0.8611111111111112,23.63,124.0,100.4,SEC,32,6,0.8421052631578947,27.72,119.1,91.4
2017,Sweet 16,Midwest,Kansas,1,Purdue,4,98-66,Kansas,B12,31,5,0.8611111111111112,27.45,121.9,94.5,B10,27,8,0.7714285714285715,23.12,117.0,93.9
2017,Sweet 16,Midwest,Oregon,3,Michigan,7,69-68,Oregon,P12,33,6,0.8461538461538461,25.02,118.2,93.2,B10,26,12,0.6842105263157895,23.05,122.3,99.2
2017,Elite Eight,East,Florida,4,South Carolina,7,70-77,South Carolina,SEC,27,9,0.75,27.5,116.9,89.5,SEC,26,11,0.7027027027027027,20.8,108.9,88.1
2017,Elite Eight,West,Gonzaga,1,Xavier,11,83-59,Gonzaga,WCC,37,2,0.9487179487179487,32.05,118.4,86.3,BE,24,14,0.631578947368421,16.7,115.7,99.0
2017,Elite Eight,South,North Carolina,1,Kentucky,2,75-73,North Carolina,ACC,33,7,0.825,28.22,120.7,92.5,SEC,32,6,0.8421052631578947,27.72,119.1,91.4
2017,Elite Eight,Midwest,Kansas,1,Oregon,3,60-74,Oregon,B12,31,5,0.8611111111111112,27.45,121.9,94.5,P12,33,6,0.8461538461538461,25.02,118.2,93.2
2017,Final Four,National,South Carolina,7,Gonzaga,1,73-77,Gonzaga,SEC,26,11,0.7027027027027027,20.8,108.9,88.1,WCC,37,2,0.9487179487179487,32.05,118.4,86.3
2017,Final Four,National,North Carolina,1,Oregon,3,77-76,North Carolina,ACC,33,7,0.825,28.22,120.7,92.5,P12,33,6,0.8461538461538461,25.02,118.2,93.2
2017,Championship,National,Gonzaga,1,North Carolina,1,65-71,North Carolina,WCC,37,2,0.9487179487179487,32.05,118.4,86.3,ACC,33,7,0.825,28.22,120.7,92.5
2018,First Round,East,Villanova,1,Radford,16,87-61,Villanova,BE,36,4,0.9,33.76,127.8,94.0,BSth,23,13,0.6388888888888888,0.07,102.9,102.9
2018,First Round,East,Virginia Tech,8,Alabama,9,83-86,Alabama,ACC,21,12,0.6363636363636364,16.03,115.3,99.3,SEC,20,16,0.5555555555555556,13.41,108.7,95.2
2018,First Round,East,West Virginia,5,Murray St.,12,85-68,West Virginia,B12,26,11,0.7027027027027027,22.44,119.4,96.9,OVC,26,6,0.8125,12.19,112.9,100.7
2018,First Round,East,Wichita St.,4,Marshall,13,75-81,Marshall,Amer,25,8,0.7575757575757576,19.03,121.0,101.9,CUSA,25,11,0.6944444444444444,6.53,109.4,102.9
2018,First Round,East,Florida,6,St. Bonaventure,11,77-62,Florida,SEC,21,13,0.6176470588235294,18.96,114.5,95.5,A10,26,8,0.7647058823529411,11.21,110.8,99.5
2018,First Round,East,Texas Tech,3,Stephen F. Austin,14,70-60,Texas Tech,B12,27,10,0.7297297297297297,22.59,113.3,90.8,Slnd,28,7,0.8,5.58,104.5,99.0
2018,First Round,East,Arkansas,7,Butler,10,62-79,Butler,SEC,23,12,0.6571428571428571,14.69,116.3,101.7,BE,21,14,0.6,19.05,116.2,97.2
2018,First Round,East,Purdue,2,Cal St. Fullerton,15,74-48,Purdue,B10,30,7,0.8108108108108109,26.27,122.7,96.4,BW,20,12,0.625,0.62,103.7,103.1
2018,First Round,West,Xavier,1,Texas Southern,16,102-83,Xavier,BE,29,6,0.8285714285714286,21.51,120.1,98.6,SWAC,16,20,0.4444444444444444,-6.65,104.6,111.2
2018,First Round,West,Missouri,8,Florida St.,9,54-67,Florida St.,SEC,20,13,0.6060606060606061,14.83,111.9,97.0,ACC,23,12,0.6571428571428571,17.77,114.3,96.5
2018,First Round,West,Ohio St.,5,South Dakota St.,12,81-73,Ohio St.,B10,25,9,0.7352941176470589,21.16,116.0,94.9,Sum,28,7,0.8,10.2,113.8,103.6
2018,First Round,West,Gonzaga,4,UNC Greensboro,13,68-64,Gonzaga,WCC,32,5,0.8648648648648649,23.03,118.1,95.1,SC,27,8,0.7714285714285715,9.22,104.9,95.7
2018,First Round,West,Houston,6,San Diego St.,11,67-65,Houston,Amer,27,8,0.7714285714285715,20.24,114.6,94.4,MWC,22,11,0.6666666666666666,14.09,110.5,96.4
2018,First Round,West,Michigan,3,Montana,14,61-47,Michigan,B10,33,8,0.8048780487804879,24.2,114.7,90.5,BSky,26,8,0.7647058823529411,10.4,108.8,98.4
2018,First Round,West,Texas A&M,7,Providence,10,73-69,Texas A&M,SEC,22,13,0.6285714285714286,16.96,111.3,94.4,BE,21,14,0.6,12.17,108.9,96.7
2018,First Round,West,North Carolina,2,Lipscomb,15,84-66,North Carolina,ACC,26,11,0.7027027027027027,23.59,120.3,96.7,ASun,23,10,0.696969696969697,0.43,103.2,102.8
2018,First Round,South,Virginia,1,UMBC,16,54-74,UMBC,ACC,31,3,0.9117647058823529,29.53,115.2,85.6,AE,25,11,0.6944444444444444,0.5,103.1,102.6
2018,First Round,South,Creighton,8,Kansas St.,9,59-69,Kansas St.,BE,21,12,0.6363636363636364,16.91,115.5,98.6,B12,25,12,0.6756756756756757,14.77,110.1,95.3
2018,First Round,South,Kentucky,5,Davidson,12,78-73,Kentucky,SEC,26,11,0.7027027027027027,20.44,115.8,95.4,A10,21,12,0.6363636363636364,14.7,117.0,102.3
2018,First Round,South,Arizona,4,Buffalo,13,68-89,Buffalo,P12,27,8,0.7714285714285715,17.7,118.0,100.4,MAC,27,9,0.75,11.53,114.7,103.2
2018,First Round,South,Miami FL,6,Loyola Chicago,11,62-64,Loyola Chicago,ACC,22,10,0.6875,15.43,112.9,97.4,MVC,32,6,0.8421052631578947,16.39,111.4,95.0
2018,First Round,South,Tennessee,3,Wright St.,14,73-47,Tennesse,SEC,26,9,0.7428571428571429,22.27,114.6,92.4,Horz,25,10,0.7142857142857143,2.89,100.6,97.7
2018,First Round,South,Nevada,7,Texas,10,87-83,Nevada,MWC,29,8,0.7837837837837838,18.39,120.2,101.8,B12,19,15,0.5588235294117647,15.43,109.5,94.1
2018,First Round,South,Cincinnati,2,Georgia St.,15,68-53,Cincinatti,Amer,31,5,0.8611111111111112,26.6,113.4,86.8,SB,24,11,0.6857142857142857,6.92,108.8,101.9
2018,First Round,Midwest,Kansas,1,Penn,16,76-60,Kansas,B12,31,8,0.7948717948717948,23.49,120.9,97.4,Ivy,24,9,0.7272727272727273,3.69,103.1,99.4
2018,First Round,Midwest,Seton Hall,8,N.C. State,9,94-83,Seton Hall,BE,22,12,0.6470588235294118,18.04,116.9,98.8,ACC,21,12,0.6363636363636364,14.52,116.3,101.8
2018,First Round,Midwest,Clemson,5,New Mexico St.,12,79-68,Clemson,ACC,25,10,0.7142857142857143,21.65,114.2,92.6,WAC,28,6,0.8235294117647058,12.92,107.9,95.0
2018,First Round,Midwest,Auburn,4,Charleston Southern,13,62-58,Auburn,SEC,26,8,0.7647058823529411,18.69,115.4,96.7,BSth,15,16,0.4838709677419355,-7.43,99.4,106.8
2018,First Round,Midwest,TCU,6,Syracuse,11,52-57,Syracuse,B12,21,12,0.6363636363636364,18.47,119.7,101.2,ACC,23,14,0.6216216216216216,14.82,107.0,92.2
2018,First Round,Midwest,Michigan St.,3,Bucknell,14,82-78,Michigan St.,B10,30,5,0.8571428571428571,25.41,119.2,93.8,Pat,25,10,0.7142857142857143,7.31,109.5,102.2
2018,First Round,Midwest,Rhode Island,7,Oklahoma,10,83-78,Rhode Island,A10,26,8,0.7647058823529411,13.93,111.1,97.2,B12,18,14,0.5625,14.16,114.6,100.5
2018,First Round,Midwest,Duke,2,Iona,15,89-67,Duke,ACC,29,8,0.7837837837837838,28.86,122.4,93.6,MAAC,20,14,0.5882352941176471,2.63,110.0,107.3
2018,Second Round,East,Villanova,1,Alabama,9,81-58,Villanova,BE,36,4,0.9,33.76,127.8,94.0,SEC,20,16,0.5555555555555556,13.41,108.7,95.2
2018,Second Round,East,West Virginia,5,Marshall,13,94-71,West Virginia,B12,26,11,0.7027027027027027,22.44,119.4,96.9,CUSA,25,11,0.6944444444444444,6.53,109.4,102.9
2018,Second Round,East,Florida,6,Texas Tech,3,66-69,Texas Tech,SEC,21,13,0.6176470588235294,18.96,114.5,95.5,B12,27,10,0.7297297297297297,22.59,113.3,90.8
2018,Second Round,East,Butler,10,Purdue,2,73-76,Purdue,BE,21,14,0.6,19.05,116.2,97.2,B10,30,7,0.8108108108108109,26.27,122.7,96.4
2018,Second Round,West,Xavier,1,Florida St.,9,70-75,Florida St.,BE,29,6,0.8285714285714286,21.51,120.1,98.6,ACC,23,12,0.6571428571428571,17.77,114.3,96.5
2018,Second Round,West,Ohio St.,5,Gonzaga,4,84-90,Gonzaga,B10,25,9,0.7352941176470589,21.16,116.0,94.9,WCC,32,5,0.8648648648648649,23.03,118.1,95.1
2018,Second Round,West,Houston,6,Michigan,3,63-64,Michigan,Amer,27,8,0.7714285714285715,20.24,114.6,94.4,B10,33,8,0.8048780487804879,24.2,114.7,90.5
2018,Second Round,West,Texas A&M,7,North Carolina,2,86-65,Texas A&M,SEC,22,13,0.6285714285714286,16.96,111.3,94.4,ACC,26,11,0.7027027027027027,23.59,120.3,96.7
2018,Second Round,South,UMBC,16,Kansas St.,9,43-50,Kansas St.,AE,25,11,0.6944444444444444,0.5,103.1,102.6,B12,25,12,0.6756756756756757,14.77,110.1,95.3
2018,Second Round,South,Kentucky,5,Buffalo,13,95-75,Kentucky,SEC,26,11,0.7027027027027027,20.44,115.8,95.4,MAC,27,9,0.75,11.53,114.7,103.2
2018,Second Round,South,Loyola Chicago,11,Tennessee,3,63-62,Loyola Chicago,MVC,32,6,0.8421052631578947,16.39,111.4,95.0,SEC,26,9,0.7428571428571429,22.27,114.6,92.4
2018,Second Round,South,Nevada,7,Cincinnati,2,75-73,Nevada,MWC,29,8,0.7837837837837838,18.39,120.2,101.8,Amer,31,5,0.8611111111111112,26.6,113.4,86.8
2018,Second Round,Midwest,Kansas,1,Seton Hall,8,83-79,Kansas,B12,31,8,0.7948717948717948,23.49,120.9,97.4,BE,22,12,0.6470588235294118,18.04,116.9,98.8
2018,Second Round,Midwest,Clemson,5,Auburn,4,84-53,Clemson,ACC,25,10,0.7142857142857143,21.65,114.2,92.6,SEC,26,8,0.7647058823529411,18.69,115.4,96.7
2018,Second Round,Midwest,Syracuse,11,Michigan St.,3,55-53,Syracuse,ACC,23,14,0.6216216216216216,14.82,107.0,92.2,B10,30,5,0.8571428571428571,25.41,119.2,93.8
2018,Second Round,Midwest,Rhode Island,7,Duke,2,62-87,Duke,A10,26,8,0.7647058823529411,13.93,111.1,97.2,ACC,29,8,0.7837837837837838,28.86,122.4,93.6
2018,Sweet 16,East,Villanova,1,West Virginia,5,90-78,Villanova,BE,36,4,0.9,33.76,127.8,94.0,B12,26,11,0.7027027027027027,22.44,119.4,96.9
2018,Sweet 16,East,Texas Tech,3,Purdue,2,78-65,Texas Tech,B12,27,10,0.7297297297297297,22.59,113.3,90.8,B10,30,7,0.8108108108108109,26.27,122.7,96.4
2018,Sweet 16,West,Florida St.,9,Gonzaga,4,75-60,Florida St.,ACC,23,12,0.6571428571428571,17.77,114.3,96.5,WCC,32,5,0.8648648648648649,23.03,118.1,95.1
2018,Sweet 16,West,Michigan,3,Texas A&M,7,99-72,Michigan,B10,33,8,0.8048780487804879,24.2,114.7,90.5,SEC,22,13,0.6285714285714286,16.96,111.3,94.4
2018,Sweet 16,South,Kansas St.,9,Kentucky,5,61-58,Kansas St.,B12,25,12,0.6756756756756757,14.77,110.1,95.3,SEC,26,11,0.7027027027027027,20.44,115.8,95.4
2018,Sweet 16,South,Loyola Chicago,11,Nevada,7,69-68,Loyola Chicago,MVC,32,6,0.8421052631578947,16.39,111.4,95.0,MWC,29,8,0.7837837837837838,18.39,120.2,101.8
2018,Sweet 16,Midwest,Kansas,1,Clemson,5,80-76,Kansas,B12,31,8,0.7948717948717948,23.49,120.9,97.4,ACC,25,10,0.7142857142857143,21.65,114.2,92.6
2018,Sweet 16,Midwest,Syracuse,11,Duke,2,65-69,Duke,ACC,23,14,0.6216216216216216,14.82,107.0,92.2,ACC,29,8,0.7837837837837838,28.86,122.4,93.6
2018,Elite Eight,East,Villanova,1,Texas Tech,3,71-59,Villanova,BE,36,4,0.9,33.76,127.8,94.0,B12,27,10,0.7297297297297297,22.59,113.3,90.8
2018,Elite Eight,West,Florida St.,9,Michigan,3,54-58,Michigan,ACC,23,12,0.6571428571428571,17.77,114.3,96.5,B10,33,8,0.8048780487804879,24.2,114.7,90.5
2018,Elite Eight,South,Kansas St.,9,Loyola Chicago,11,62-78,Loyola Chicago,B12,25,12,0.6756756756756757,14.77,110.1,95.3,MVC,32,6,0.8421052631578947,16.39,111.4,95.0
2018,Elite Eight,Midwest,Kansas,1,Duke,2,85-81,Kansas,B12,31,8,0.7948717948717948,23.49,120.9,97.4,ACC,29,8,0.7837837837837838,28.86,122.4,93.6
2018,Final Four,National,Loyola Chicago,11,Michigan,3,57-69,Michigan,MVC,32,6,0.8421052631578947,16.39,111.4,95.0,B10,33,8,0.8048780487804879,24.2,114.7,90.5
2018,Final Four,National,Villanova,1,Kansas,1,95-79,Villanova,BE,36,4,0.9,33.76,127.8,94.0,B12,31,8,0.7948717948717948,23.49,120.9,97.4
2018,Championship,National,Michigan,3,Villanova,1,62-79,Villanova,B10,33,8,0.8048780487804879,24.2,114.7,90.5,BE,36,4,0.9,33.76,127.8,94.0
2019,First Round,East,Duke,1,North Dakota St.,16,85-62,Duke,ACC,32,6,0.8421052631578947,30.62,120.0,89.3,Sum,19,16,0.5428571428571428,-3.2,107.4,110.6
2019,First Round,East,VCU,8,UCF,9,58-73,UCF,A10,25,8,0.7575757575757576,14.89,104.3,89.5,Amer,24,9,0.7272727272727273,16.51,112.1,95.6
2019,First Round,East,Mississippi St.,5,Liberty,12,76-80,Liberty,SEC,23,11,0.6764705882352942,20.04,117.7,97.6,ASun,29,7,0.8055555555555556,11.54,111.1,99.6
2019,First Round,East,Virginia Tech,4,Saint Louis,13,66-52,Virginia Tech,ACC,26,9,0.7428571428571429,24.07,118.1,94.0,A10,23,13,0.6388888888888888,6.02,102.2,96.2
2019,First Round,East,Maryland,6,Belmont,11,79-77,Maryland,B10,23,11,0.6764705882352942,19.29,113.4,94.1,OVC,27,6,0.8181818181818182,14.09,115.6,101.5
2019,First Round,East,LSU,3,Yale,14,79-74,LSU,SEC,28,7,0.8,20.22,117.7,97.5,Ivy,22,8,0.7333333333333333,8.79,111.6,102.8
2019,First Round,East,Louisville,7,Minnesota,10,76-86,Minnesota,ACC,20,14,0.5882352941176471,19.35,113.7,94.4,B10,22,14,0.6111111111111112,14.35,111.4,97.0
2019,First Round,East,Michigan St.,2,Bradley,15,76-65,Michigan St.,B10,32,7,0.8205128205128205,30.81,121.0,90.2,MVC,20,15,0.5714285714285714,0.09,101.5,101.4
2019,First Round,West,Gonzaga,1,Fairleigh Dickinson,16,87-49,Gonzaga,WCC,33,4,0.8918918918918919,32.85,124.5,91.6,NEC,21,14,0.6,-4.22,106.5,110.7
2019,First Round,West,Syracuse,8,Baylor,9,69-78,Baylor,ACC,20,14,0.5882352941176471,15.13,110.5,95.3,B12,20,14,0.5882352941176471,16.48,115.3,98.8
2019,First Round,West,Marquette,5,Murray St.,12,64-83,Murray St.,BE,24,10,0.7058823529411765,16.52,113.2,96.7,OVC,28,5,0.8484848484848485,13.83,112.5,98.6
2019,First Round,West,Florida St.,4,Vermont,13,76-69,Florida St.,ACC,29,8,0.7837837837837838,22.39,112.8,90.4,AE,27,7,0.7941176470588235,8.86,108.5,99.6
2019,First Round,West,Buffalo,6,Arizona St.,11,91-74,Buffalo,MAC,32,4,0.8888888888888888,19.85,115.2,95.4,P12,23,11,0.6764705882352942,11.55,109.7,98.2
2019,First Round,West,Texas Tech,3,Northern Kentucky,14,72-57,Texas Tech,B12,31,7,0.8157894736842105,30.03,114.1,84.1,Horz,26,9,0.7428571428571429,7.14,109.4,102.3
2019,First Round,West,Nevada,7,Florida,10,61-70,Florida St.,MWC,29,5,0.8529411764705882,18.18,114.0,95.9,SEC,20,16,0.5555555555555556,18.3,110.5,92.2
2019,First Round,West,Michigan,2,Montana,15,74-55,Michigan,B10,30,7,0.8108108108108109,28.32,114.5,86.2,BSky,26,9,0.7428571428571429,3.53,107.4,103.9
2019,First Round,South,Virginia,1,Gardner Webb,16,71-56,Virginia,ACC,35,3,0.9210526315789473,34.22,123.4,89.2,BSth,23,12,0.6571428571428571,-0.04,107.8,107.8
2019,First Round,South,Mississippi,8,Oklahoma,9,72-95,Oklahoma,SEC,20,13,0.6060606060606061,13.98,113.2,99.2,B12,20,14,0.5882352941176471,16.94,111.1,94.1
2019,First Round,South,Wisconsin,5,Oregon,12,54-72,Oregon,B10,23,11,0.6764705882352942,21.94,110.4,88.5,P12,25,13,0.6578947368421053,17.86,109.5,91.7
2019,First Round,South,Kansas St.,4,UC Irvine,13,64-70,UC Irvine,B12,25,9,0.7352941176470589,20.06,108.4,88.4,BW,31,6,0.8378378378378378,9.16,107.4,98.2
2019,First Round,South,Villanova,6,Saint Mary's,11,61-57,Villanova,BE,26,10,0.7222222222222222,17.33,116.5,99.2,WCC,22,12,0.6470588235294118,17.31,114.7,97.4
2019,First Round,South,Purdue,3,Old Dominion,14,61-48,Purdue,B10,26,10,0.7222222222222222,26.81,122.5,95.6,CUSA,26,9,0.7428571428571429,5.45,101.4,96.0
2019,First Round,South,Cincinnati,7,Iowa,10,72-79,Iowa,Amer,28,7,0.8,17.5,112.3,94.8,B10,23,12,0.6571428571428571,16.02,117.4,101.3
2019,First Round,South,Tennessee,2,Colgate,15,77-70,Tennesse,SEC,31,6,0.8378378378378378,26.24,122.7,96.5,Pat,24,11,0.6857142857142857,4.6,110.5,105.9
2019,First Round,Midwest,North Carolina,1,Iona,16,88-73,North Carolina,ACC,29,7,0.8055555555555556,27.69,119.7,92.0,MAAC,17,16,0.5151515151515151,-2.88,106.9,109.7
2019,First Round,Midwest,Utah St.,8,Washington,9,61-78,Washington,MWC,28,7,0.8,15.41,112.6,97.2,P12,27,9,0.75,14.28,107.7,93.5
2019,First Round,Midwest,Auburn,5,New Mexico St.,12,78-77,Auburn,SEC,30,10,0.75,25.0,120.9,95.9,WAC,30,5,0.8571428571428571,13.62,113.0,99.3
2019,First Round,Midwest,Kansas,4,Northeastern,13,87-53,Kansas,B12,26,10,0.7222222222222222,21.57,113.9,92.3,CAA,23,11,0.6764705882352942,7.59,111.0,103.4
2019,First Round,Midwest,Iowa St.,6,Ohio St.,11,59-62,Ohio St.,B12,23,12,0.6571428571428571,22.09,118.9,96.8,B10,20,15,0.5714285714285714,14.66,109.1,94.4
2019,First Round,Midwest,Houston,3,Georgia St.,14,84-55,Houston,Amer,33,4,0.8918918918918919,24.13,115.3,91.2,SB,24,10,0.7058823529411765,4.85,107.7,102.8
2019,First Round,Midwest,Wofford,7,Seton Hall,10,84-68,Wofford,SC,30,5,0.8571428571428571,20.69,118.1,97.4,BE,20,14,0.5882352941176471,11.5,109.0,97.5
2019,First Round,Midwest,Kentucky,2,Abilene Christian,15,79-44,Kentucky,SEC,30,7,0.8108108108108109,27.57,117.6,90.1,Slnd,27,7,0.7941176470588235,1.35,103.4,102.0
2019,Second Round,East,Duke,1,UCF,9,77-76,Duke,ACC,32,6,0.8421052631578947,30.62,120.0,89.3,Amer,24,9,0.7272727272727273,16.51,112.1,95.6
2019,Second Round,East,Liberty,12,Virginia Tech,4,58-67,Virginia Tech,ASun,29,7,0.8055555555555556,11.54,111.1,99.6,ACC,26,9,0.7428571428571429,24.07,118.1,94.0
2019,Second Round,East,Maryland,6,LSU,3,67-69,LSU,B10,23,11,0.6764705882352942,19.29,113.4,94.1,SEC,28,7,0.8,20.22,117.7,97.5
